"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MCPH1",0.174932297079455,1.58363062883153,0.253,0.197,1
"WDR81",0.174956154332239,-0.470756061360675,0.066,0.121,1
"OTUD1",0.174977696698124,0.845460352888126,0.199,0.136,1
"INO80D",0.175215763161739,0.453236218736288,0.133,0.227,1
"TADA3",0.17549587543083,1.45189396171886,0.151,0.091,1
"ENSG00000241962",0.175535816970601,-0.730362757372288,0.024,0.061,1
"GGTA1",0.175535816970601,-1.03455076532655,0.024,0.061,1
"MAP3K5-AS2",0.175535816970601,-0.256520459962381,0.024,0.061,1
"MIB2",0.175535816970601,-0.688143811303281,0.024,0.061,1
"MIIP",0.175535816970601,-0.296398164613446,0.024,0.061,1
"ROR1",0.175535816970601,-1.14393970504642,0.024,0.061,1
"TRPV1",0.175535816970601,-1.09824236323818,0.024,0.061,1
"ZNF692",0.175535816970601,-1.03955854097626,0.024,0.061,1
"WDFY4",0.175736103163499,0.193739286476704,0.386,0.561,1
"RPL36A",0.176149004176568,1.34198299854483,0.169,0.106,1
"NECAP1",0.176151401413659,0.309441398171013,0.114,0.197,1
"KIFC2",0.176246897187058,-0.498434071572778,0.054,0.106,1
"EFCAB2",0.176410466589761,0.557262496567938,0.066,0.121,1
"NPM3",0.176448282429655,0.200711918364742,0.042,0.091,1
"TP53TG1",0.176448282429655,0.11998926286207,0.042,0.091,1
"GGA1",0.176457699342202,-0.137063231929446,0.108,0.182,1
"BOD1L1",0.177070701554903,0.641521302408646,0.59,0.652,1
"UBAP2L",0.177405904186612,-0.135916727870945,0.235,0.348,1
"WDR26",0.177478292675427,0.998633225723504,0.452,0.47,1
"CLEC12A",0.177732359408994,-0.460229580565025,0.024,0.061,1
"CLSTN3",0.177732359408994,-1.07601500632246,0.024,0.061,1
"FBXL19-AS1",0.177732359408994,-0.790969733054024,0.024,0.061,1
"GHRLOS",0.177732359408994,-0.719850427307,0.024,0.061,1
"LDOC1",0.177732359408994,-0.3652202569418,0.024,0.061,1
"REPS2",0.177732359408994,-0.911888767938805,0.024,0.061,1
"TMEM97",0.177732359408994,-0.880558631813873,0.024,0.061,1
"PRIMPOL",0.177830271404225,-0.525605342061678,0.054,0.106,1
"EXOSC7",0.177873770803293,-0.297307428433916,0.066,0.121,1
"ING2",0.177873770803293,-0.487575088940023,0.066,0.121,1
"ENSG00000226571",0.177873770803293,1.98690615483663,0.096,0.045,1
"ZNF622",0.178195400506345,0.415283021379241,0.042,0.091,1
"ATXN1L",0.178385080453989,0.322699571362759,0.127,0.212,1
"SLC12A2-DT",0.178801546445474,0.213435771846344,0.181,0.288,1
"PAFAH1B2",0.179011314727146,0.20690169631667,0.169,0.273,1
"CIAO3",0.179196999948909,2.92041694792736,0.054,0.015,1
"ENSG00000291060",0.179196999948909,3.1572662229721,0.054,0.015,1
"GYPC",0.179196999948909,3.54152008542139,0.054,0.015,1
"LAX1",0.179196999948909,2.98190624075044,0.054,0.015,1
"MAGEF1",0.179196999948909,2.45128724487317,0.054,0.015,1
"PDXDC2P-NPIPB14P",0.179196999948909,3.2852364444034,0.054,0.015,1
"PEBP4",0.179196999948909,3.0439785227344,0.054,0.015,1
"TMEM161A",0.179196999948909,2.55159641996951,0.054,0.015,1
"ZNF202",0.179196999948909,2.94809558248598,0.054,0.015,1
"UBXN2A",0.179466409546062,0.363042427782206,0.139,0.227,1
"TGS1",0.179604363655172,0.362238364399676,0.151,0.242,1
"AAMDC",0.179949301173546,-0.453970531080841,0.024,0.061,1
"DHX34",0.179949301173546,-0.639386645812879,0.024,0.061,1
"ENSG00000243176",0.179949301173546,-2.01021259886849,0.024,0.061,1
"ENSG00000258824",0.179949301173546,-0.339612785118792,0.024,0.061,1
"ENSG00000270127",0.179949301173546,-0.499547856068695,0.024,0.061,1
"ENSG00000272669",0.179949301173546,-0.249302677438911,0.024,0.061,1
"LINC01409",0.179949301173546,-0.558774650739803,0.024,0.061,1
"MGRN1",0.179949301173546,-0.125098765451191,0.024,0.061,1
"MINCR",0.179949301173546,-0.289160489536315,0.024,0.061,1
"SCML1",0.179949301173546,-0.307243457446519,0.024,0.061,1
"TAFA2",0.179949301173546,-0.640959446922924,0.024,0.061,1
"POLR1G",0.179955360851439,0.103546209809974,0.042,0.091,1
"HIP1R",0.180156596777535,1.46874793087174,0.078,0.03,1
"MICAL3",0.180156596777535,0.969804295700899,0.078,0.03,1
"SRGAP2",0.180527044765407,-0.362175175660785,0.175,0.258,1
"SOS1",0.180545480213234,1.5595638921455,0.253,0.197,1
"EIF2B1",0.180642210354374,0.299928283841305,0.127,0.212,1
"ENSG00000284024",0.181028748516995,-0.349481511963389,0.054,0.106,1
"ORMDL1",0.181034400489369,0.468104563611897,0.169,0.273,1
"ENSG00000271254",0.181199800374883,2.24408215885958,0.054,0.015,1
"GBP3",0.181199800374883,1.95872271040613,0.054,0.015,1
"LTBP4",0.181199800374883,2.26170856929383,0.054,0.015,1
"ZNF347",0.181199800374883,2.4005370311396,0.054,0.015,1
"ZNF701",0.181199800374883,2.41286791041906,0.054,0.015,1
"ZNF141",0.181541090773368,1.90647865120843,0.205,0.152,1
"WDR53",0.18172820540238,0.449955522391761,0.042,0.091,1
"RBM6",0.181767808776499,0.751868016841147,0.524,0.561,1
"CNIH4",0.181794216362149,0.206522934589275,0.084,0.152,1
"SRBD1",0.181794216362149,-0.259760119674316,0.084,0.152,1
"ZNF608",0.181815280293327,1.31368733537082,0.078,0.03,1
"FGD5-AS1",0.181839599229977,0.396842579201222,0.199,0.318,1
"RPS3A",0.181958247026922,-0.115339558615613,0.928,0.924,1
"APOM",0.1821867264531,-0.713361119876288,0.024,0.061,1
"ARSG",0.1821867264531,-0.534034638809643,0.024,0.061,1
"CENPJ",0.1821867264531,-0.159861875237584,0.024,0.061,1
"ENSG00000229628",0.1821867264531,-0.48969391499243,0.024,0.061,1
"GRAMD2B",0.1821867264531,-0.840970371982583,0.024,0.061,1
"PINK1",0.1821867264531,0.37495768663112,0.024,0.061,1
"RNFT2",0.1821867264531,-0.367938185398124,0.024,0.061,1
"TMEM67",0.1821867264531,0.660159929791097,0.024,0.061,1
"LINC03009",0.182317883952433,2.16033715466695,0.096,0.045,1
"HIPK2",0.182354103342331,1.85286985471865,0.133,0.076,1
"CCDC18",0.182693793143589,-0.155031143326121,0.187,0.288,1
"KIAA1109",0.182764279174603,1.4544074622128,0.223,0.167,1
"YBX1",0.182778376012608,-0.169916095857619,0.819,0.939,1
"ROMO1",0.182797544134511,0.170125317497433,0.151,0.242,1
"CDKL1",0.183219168989271,2.31956088353558,0.054,0.015,1
"PAK4",0.183219168989271,2.11561540893745,0.054,0.015,1
"TCTA",0.183246868560084,0.524954016421304,0.072,0.136,1
"RNF41",0.183369199390927,1.48854730200187,0.301,0.273,1
"RTCB",0.183401742470046,0.119518096216718,0.205,0.318,1
"ZNF580",0.183541595512563,-0.33719629241869,0.133,0.212,1
"PAPOLA",0.183631228453542,0.614137658264215,0.548,0.561,1
"LINC01500",0.183634229427039,0.191626793184401,0.096,0.167,1
"NCOR1",0.183814257949752,-0.100045011623595,0.416,0.606,1
"RPF1",0.184209212817145,0.135936771201556,0.235,0.348,1
"LSM8",0.184428879950368,0.218307225512582,0.265,0.409,1
"ACTR5",0.184444718278247,0.344384849121087,0.024,0.061,1
"ANAPC2",0.184444718278247,0.168207466027775,0.024,0.061,1
"AP1G2-AS1",0.184444718278247,0.360388617762896,0.024,0.061,1
"AQP3",0.184444718278247,-0.15371821351838,0.024,0.061,1
"COMMD5",0.184444718278247,-0.585890432704251,0.024,0.061,1
"ENSG00000286313",0.184444718278247,-0.208829407643195,0.024,0.061,1
"GATB",0.184444718278247,-0.70733053210643,0.024,0.061,1
"HLA-L",0.184444718278247,-0.412852643468248,0.024,0.061,1
"IQCH-AS1",0.184444718278247,-0.29637860899882,0.024,0.061,1
"PCYT2",0.184444718278247,-0.298397078387584,0.024,0.061,1
"PGBD2",0.184444718278247,0.624284932918077,0.024,0.061,1
"RALY-AS1",0.184444718278247,-0.688951320264799,0.024,0.061,1
"TMEM120A",0.184444718278247,-0.430522022220402,0.024,0.061,1
"TMA7",0.184649970811226,-0.100667844951968,0.56,0.788,1
"GPALPP1",0.184678022286344,-0.111167410402677,0.133,0.212,1
"MYO15B",0.184678022286344,-0.230820034080033,0.133,0.212,1
"SNX25",0.184920999970615,1.73609384158457,0.133,0.076,1
"TAOK1",0.185154656507296,0.27468775415542,0.241,0.394,1
"NUP210",0.185308959163726,0.228716803630486,0.259,0.424,1
"UNC45A",0.185326037977451,-0.601823389490943,0.066,0.121,1
"ZC3H7B",0.185326037977451,-0.175896236599387,0.066,0.121,1
"IRAG2",0.18588224735864,1.01909526123988,0.367,0.348,1
"PARP9",0.185884435640918,1.18942685722705,0.313,0.273,1
"LRRC37A3",0.185906252439272,-0.330497582444298,0.054,0.106,1
"XRCC4",0.185906252439272,0.115830351892037,0.054,0.106,1
"ENSG00000290927",0.186130941568183,0.807386790791871,0.072,0.136,1
"DUSP18",0.186214429852739,-0.203332783696819,0.096,0.167,1
"ALKBH2",0.186723358498887,-0.337518123030749,0.024,0.061,1
"BORCS8",0.186723358498887,-0.398547913737068,0.024,0.061,1
"ENSG00000272807",0.186723358498887,-0.473830015423813,0.024,0.061,1
"PTPN14",0.186723358498887,0.462330282018439,0.024,0.061,1
"FBXL4",0.187127774326762,1.78686584175195,0.114,0.061,1
"PTOV1",0.187127774326762,1.75302842200973,0.114,0.061,1
"NBPF25P",0.187307849054544,1.72691784332533,0.054,0.015,1
"NAB1",0.187553486156001,-0.12341219990961,0.054,0.106,1
"NAGPA",0.187553486156001,-0.177360256096279,0.054,0.106,1
"CCT3",0.187555879411077,-0.312999433781477,0.169,0.258,1
"FAM168B",0.187822028143086,0.112669575857262,0.175,0.273,1
"LPCAT1",0.188370745757997,1.48349999037128,0.096,0.045,1
"ENSG00000291131",0.188563377537204,0.336296042670665,0.078,0.03,1
"C2CD2L",0.189022727761797,-0.376896978100514,0.024,0.061,1
"ERLIN1",0.189022727761797,0.496181164818259,0.024,0.061,1
"ERMAP",0.189022727761797,0.131555521788092,0.024,0.061,1
"FOCAD",0.189022727761797,0.335714377723714,0.024,0.061,1
"GPR55",0.189022727761797,-0.41839445127365,0.024,0.061,1
"PKD2L2-DT",0.189022727761797,0.26661034753843,0.024,0.061,1
"TPM1",0.189022727761797,-0.779379244597423,0.024,0.061,1
"TTLL12",0.189022727761797,-0.328734813239726,0.024,0.061,1
"UFL1-AS1",0.189022727761797,0.394124139498506,0.024,0.061,1
"VARS1",0.189022727761797,0.312510025600151,0.024,0.061,1
"UBE2J2",0.189211469391235,0.329776636653226,0.054,0.106,1
"MAEA",0.189255780907587,-0.194180831187795,0.157,0.242,1
"UNG",0.189377277688803,1.61821136385269,0.054,0.015,1
"ZNF430",0.189668278846171,0.667767177225669,0.163,0.273,1
"CLEC16A",0.189790667611654,1.586018609066,0.163,0.106,1
"RBM14",0.190411612883223,0.241904485380899,0.151,0.242,1
"C12orf57",0.19052856988909,0.471930873530991,0.223,0.364,1
"GTPBP6",0.190880231639645,-0.386406096483687,0.054,0.106,1
"POLR1B",0.190880231639645,-0.199199858521056,0.054,0.106,1
"SCAF1",0.191172544540472,-0.170692982877047,0.108,0.182,1
"MAN2A2",0.191807417024223,-0.525830043004441,0.078,0.136,1
"EXT2",0.192559802060762,-0.325466911183823,0.054,0.106,1
"ZMYND11",0.192950809431092,0.110118349007766,0.247,0.379,1
"RNF170",0.19300675577065,0.177648819727586,0.066,0.121,1
"SAMD9L",0.193146863476835,0.70998704489434,0.44,0.424,1
"TRAPPC11",0.193263450849039,-0.349433481123633,0.078,0.136,1
"AMZ1",0.193566599124603,1.20263881534973,0.054,0.015,1
"APLP2",0.194108273012757,1.78158781952632,0.217,0.167,1
"MPLKIP",0.19411567254755,0.81113916448372,0.096,0.167,1
"NELFCD",0.19411567254755,0.322144053193791,0.096,0.167,1
"POU2F1",0.194161215105744,1.26622738496992,0.253,0.197,1
"MTCH1",0.194256015608768,0.104190876160074,0.38,0.591,1
"GSS",0.194570570447514,-0.242734797375259,0.066,0.121,1
"TIPARP",0.194570570447514,-0.332945544172376,0.066,0.121,1
"PPP3CC",0.194675330557016,1.29670119795939,0.367,0.364,1
"SLC66A2",0.194866046382744,0.3233269590337,0.151,0.242,1
"RBM42",0.195291906085982,-0.430556783984227,0.09,0.152,1
"C6orf226",0.195355480415654,-0.45452557022519,0.066,0.121,1
"ASXL2",0.195625122704327,0.186274935616041,0.235,0.364,1
"DCAF17",0.195951482357677,0.232033802691301,0.054,0.106,1
"HTATSF1",0.196077930905956,0.150558780619945,0.211,0.333,1
"MRPL15",0.196143661645572,-0.331506265254016,0.066,0.121,1
"SLC44A1",0.196210166109363,-0.414004491996423,0.114,0.182,1
"WARS2",0.196233357928437,-1.1757504152254,0.036,0.076,1
"RAB11FIP2",0.196272820399875,1.84958963841208,0.145,0.091,1
"GRK6",0.196703877299141,1.54850233002799,0.175,0.121,1
"TAP1",0.197380946434305,-0.179928634233453,0.614,0.818,1
"SCAMP3",0.19762125601021,0.157098201589772,0.241,0.364,1
"CHM",0.197663648838051,0.134773678307955,0.054,0.106,1
"MAK16",0.197663648838051,-0.33003995931911,0.054,0.106,1
"RPGR",0.197663648838051,0.222653201376214,0.054,0.106,1
"MRPL9",0.197884601630697,0.4236994470971,0.157,0.258,1
"NSF",0.198130953172876,0.455632513136799,0.163,0.258,1
"ZKSCAN8",0.19815736104452,0.389887902839579,0.096,0.167,1
"DYM",0.198189718526082,0.95925524506084,0.229,0.167,1
"MBD4",0.198596072401751,1.29531946863704,0.373,0.379,1
"TTC13",0.198720729702734,0.4974482163441,0.139,0.227,1
"SH3BGRL3",0.199074740577554,0.172203208403995,0.837,0.833,1
"CASP10",0.199168793629046,0.285189431024412,0.078,0.136,1
"PBX2",0.199168793629046,-0.531273829510894,0.078,0.136,1
"ACER3",0.199317761874692,0.473167947794977,0.066,0.121,1
"SLC35F5",0.199389000990146,2.13941146162005,0.157,0.106,1
"VPS13A",0.199391165387422,0.7060627482521,0.175,0.288,1
"TBL1X",0.200162943379709,2.26360702582882,0.145,0.091,1
"TOMM7",0.200185886639236,-0.150617851782225,0.675,0.818,1
"PPP2R5D",0.200340504342495,-0.837089544182994,0.036,0.076,1
"ZNF644",0.200443711656308,0.873504947471056,0.307,0.242,1
"ECD",0.200620267563218,0.629934450277109,0.145,0.242,1
"LDAF1",0.200642009281279,0.139887810010128,0.12,0.197,1
"REEP4",0.20066552123167,-0.525466516293204,0.078,0.136,1
"ENSG00000290396",0.200998946242578,2.40958971413775,0.127,0.076,1
"EHD4",0.20112077333784,0.137452869630408,0.054,0.106,1
"RPL31",0.201206167433051,-0.122117017231812,0.976,0.985,1
"TTF1",0.201247734246527,0.455702336946208,0.157,0.258,1
"CMTM6",0.201925986780928,-0.100280067871915,0.5,0.712,1
"RNGTT",0.201936916451942,1.38982297561878,0.235,0.182,1
"ZNF655",0.202365805129321,0.111286888359986,0.301,0.455,1
"NSRP1",0.202724410443719,-0.232322705210782,0.211,0.318,1
"MICU1",0.202865726243429,1.26009247492586,0.181,0.121,1
"ABHD13",0.202865785834838,0.213849223241858,0.054,0.106,1
"VCPKMT",0.20297203064952,0.42039338033715,0.114,0.197,1
"TENT5A",0.203165247211058,0.268738821474072,0.12,0.197,1
"ARHGEF6",0.203303411258445,-0.230194333512144,0.211,0.303,1
"ENTPD1",0.204003317584882,1.41846597099419,0.193,0.136,1
"TUBGCP2",0.204149031006096,-0.106669466928722,0.066,0.121,1
"PTDSS1",0.204381163727966,-0.253974691556387,0.349,0.5,1
"DBT",0.204435497059312,0.18004741573158,0.12,0.197,1
"KIAA0753",0.204510052865414,-1.23045649157404,0.036,0.076,1
"NAT9",0.204510052865414,-0.648612043610682,0.036,0.076,1
"ZNF230",0.204510052865414,-0.715375001894873,0.036,0.076,1
"LRRC8B",0.204551201967148,2.71281159590158,0.072,0.03,1
"SAAL1",0.204621800875812,0.182972354407014,0.054,0.106,1
"ARHGEF18",0.204638427387828,0.981725772509478,0.355,0.318,1
"AHCY",0.204661999413926,-0.330247019214545,0.102,0.167,1
"ATMIN",0.205204925560431,-0.290967394844465,0.078,0.136,1
"CXXC1",0.205204925560431,-0.182032866375516,0.078,0.136,1
"PPP6R2",0.205241346750578,-0.412780255611624,0.114,0.182,1
"STXBP5",0.205476982058137,0.709242213727565,0.102,0.182,1
"ZBTB25",0.205711514134648,2.17420741013097,0.157,0.106,1
"MBNL3",0.206000202821043,0.379380821607495,0.265,0.212,1
"HUS1",0.206033109216461,-0.385453568423047,0.102,0.167,1
"ACKR3",0.206051718473342,2.54919196345712,0.024,0,1
"AGMAT",0.206051718473342,2.2313430216676,0.024,0,1
"ALDH3A2",0.206051718473342,2.78721502542662,0.024,0,1
"ALPL",0.206051718473342,2.37154130465525,0.024,0,1
"ANKRD30B",0.206051718473342,1.91853517708945,0.024,0,1
"APBA2",0.206051718473342,2.62779899041755,0.024,0,1
"ARHGAP33",0.206051718473342,1.89006022967085,0.024,0,1
"C17orf113",0.206051718473342,1.59922695366417,0.024,0,1
"C2orf27A",0.206051718473342,2.49893970296752,0.024,0,1
"CAMKK1",0.206051718473342,1.3338351822501,0.024,0,1
"CBWD3",0.206051718473342,1.82944370672717,0.024,0,1
"CCDC144NL-AS1",0.206051718473342,2.43312684988668,0.024,0,1
"CHD1L",0.206051718473342,2.57209582838328,0.024,0,1
"COL1A2",0.206051718473342,1.90922932666869,0.024,0,1
"COL9A2",0.206051718473342,3.13151124039207,0.024,0,1
"CX3CR1",0.206051718473342,3.21728169740372,0.024,0,1
"CYP2C8",0.206051718473342,1.35462585461125,0.024,0,1
"CYTH3",0.206051718473342,2.79380635011445,0.024,0,1
"DEGS2",0.206051718473342,2.61254518004558,0.024,0,1
"DLG3",0.206051718473342,2.14025316164885,0.024,0,1
"DNAH8",0.206051718473342,3.00893577229863,0.024,0,1
"DOCK4",0.206051718473342,1.50977719540628,0.024,0,1
"ECSIT",0.206051718473342,2.12724662388331,0.024,0,1
"ENSG00000215022",0.206051718473342,1.85049412497833,0.024,0,1
"ENSG00000225057",0.206051718473342,1.84823078490651,0.024,0,1
"ENSG00000230325",0.206051718473342,3.06403242547318,0.024,0,1
"ENSG00000234261",0.206051718473342,3.6663846583185,0.024,0,1
"ENSG00000240553",0.206051718473342,2.35958737494957,0.024,0,1
"ENSG00000246225",0.206051718473342,3.51814718389702,0.024,0,1
"ENSG00000248367",0.206051718473342,3.40128527544984,0.024,0,1
"ENSG00000249141",0.206051718473342,2.60273725045204,0.024,0,1
"ENSG00000255723",0.206051718473342,2.24982783518198,0.024,0,1
"ENSG00000258740",0.206051718473342,1.93606452139804,0.024,0,1
"ENSG00000260719",0.206051718473342,2.27678925278419,0.024,0,1
"ENSG00000267581",0.206051718473342,2.24809728775388,0.024,0,1
"ENSG00000268836",0.206051718473342,2.67108470742494,0.024,0,1
"ENSG00000269825",0.206051718473342,1.67857007873904,0.024,0,1
"ENSG00000271109",0.206051718473342,2.47282774946061,0.024,0,1
"ENSG00000272341",0.206051718473342,2.52683591314311,0.024,0,1
"ENSG00000273221",0.206051718473342,2.28241074805292,0.024,0,1
"ENSG00000274561",0.206051718473342,2.40670943930798,0.024,0,1
"ENSG00000278384",0.206051718473342,2.81454968693321,0.024,0,1
"ENSG00000286145",0.206051718473342,2.42910866330422,0.024,0,1
"ENSG00000286681",0.206051718473342,3.49587303139292,0.024,0,1
"ENSG00000288587",0.206051718473342,2.84904945930808,0.024,0,1
"ENSG00000288994",0.206051718473342,2.29407665835179,0.024,0,1
"ENSG00000289401",0.206051718473342,2.15581315914019,0.024,0,1
"ENSG00000289437",0.206051718473342,2.10584386361106,0.024,0,1
"ENSG00000289523",0.206051718473342,2.81791248662357,0.024,0,1
"ENSG00000289567",0.206051718473342,2.27559769182186,0.024,0,1
"ENSG00000289956",0.206051718473342,2.7453893452623,0.024,0,1
"ENSG00000290830",0.206051718473342,1.98746068544658,0.024,0,1
"ENSG00000290890",0.206051718473342,1.71408341680355,0.024,0,1
"ENSG00000291174",0.206051718473342,2.77279642217488,0.024,0,1
"EOLA2",0.206051718473342,1.49225466584515,0.024,0,1
"FAIM",0.206051718473342,1.42804993980156,0.024,0,1
"FALEC",0.206051718473342,2.98977862333652,0.024,0,1
"FDXR",0.206051718473342,2.86537933882761,0.024,0,1
"FGFRL1",0.206051718473342,2.65243150812931,0.024,0,1
"FLT1",0.206051718473342,3.11649934968258,0.024,0,1
"GAA",0.206051718473342,1.88679064582271,0.024,0,1
"GLYCTK",0.206051718473342,1.95040418198653,0.024,0,1
"HAND2-AS1",0.206051718473342,1.60844190488234,0.024,0,1
"HK2",0.206051718473342,2.28155059409322,0.024,0,1
"HMOX1",0.206051718473342,2.19014400404291,0.024,0,1
"IL9R",0.206051718473342,2.72113661082414,0.024,0,1
"INPP1",0.206051718473342,3.0978495575965,0.024,0,1
"IRAK3",0.206051718473342,2.83052887923667,0.024,0,1
"IRS1",0.206051718473342,2.60568366784735,0.024,0,1
"ITGA2",0.206051718473342,2.18920598163793,0.024,0,1
"KCNMB4",0.206051718473342,2.34988305535614,0.024,0,1
"LGR4",0.206051718473342,3.04535845498317,0.024,0,1
"LINC01342",0.206051718473342,3.0904732526456,0.024,0,1
"LINC01933",0.206051718473342,2.86590955732537,0.024,0,1
"LINC02175",0.206051718473342,2.85512745781546,0.024,0,1
"LINC02652",0.206051718473342,1.59716433388382,0.024,0,1
"LINC02916",0.206051718473342,1.30019451843246,0.024,0,1
"LRP2BP-AS1",0.206051718473342,3.55756475198384,0.024,0,1
"MAGI3",0.206051718473342,2.78914841393656,0.024,0,1
"MALINC1",0.206051718473342,1.84746586801867,0.024,0,1
"MATN1-AS1",0.206051718473342,2.39017563876095,0.024,0,1
"MDS2",0.206051718473342,2.8041155087268,0.024,0,1
"METAP1D",0.206051718473342,2.86399844989726,0.024,0,1
"MFSD4A",0.206051718473342,2.67525624055595,0.024,0,1
"MORN3",0.206051718473342,1.59687909667976,0.024,0,1
"MSANTD2-AS1",0.206051718473342,2.16105619963144,0.024,0,1
"MTHFSD",0.206051718473342,3.3126017911308,0.024,0,1
"NEBL",0.206051718473342,1.92648124358437,0.024,0,1
"PDE7B",0.206051718473342,2.95134137106,0.024,0,1
"PMFBP1",0.206051718473342,3.52477335173268,0.024,0,1
"POLL",0.206051718473342,2.43188720616069,0.024,0,1
"POU2F2-AS1",0.206051718473342,2.5899885602616,0.024,0,1
"PPAN",0.206051718473342,2.4233952941941,0.024,0,1
"PRR7",0.206051718473342,2.7132433033134,0.024,0,1
"PRUNE2",0.206051718473342,1.67255959408279,0.024,0,1
"PTAFR",0.206051718473342,2.31092832799073,0.024,0,1
"PWP2",0.206051718473342,2.24641642390938,0.024,0,1
"PXDC1",0.206051718473342,2.89940119021407,0.024,0,1
"RGS3",0.206051718473342,2.25982701300683,0.024,0,1
"RYR2",0.206051718473342,2.86061655750529,0.024,0,1
"S1PR1-DT",0.206051718473342,2.99613256991949,0.024,0,1
"SCN11A",0.206051718473342,1.99595394055922,0.024,0,1
"SLC16A6",0.206051718473342,2.79629873226994,0.024,0,1
"SLC36A1",0.206051718473342,3.05782081493563,0.024,0,1
"SLC43A1",0.206051718473342,2.21396340420773,0.024,0,1
"SLC48A1",0.206051718473342,2.87318906514372,0.024,0,1
"STARD10",0.206051718473342,2.20007620244416,0.024,0,1
"TIGD7",0.206051718473342,3.0121764825958,0.024,0,1
"TMEM176B",0.206051718473342,2.12778896790491,0.024,0,1
"TNK1",0.206051718473342,2.76355214616196,0.024,0,1
"TNKS1BP1",0.206051718473342,2.53476063108216,0.024,0,1
"TP53INP2",0.206051718473342,1.83758094899059,0.024,0,1
"TRAF2",0.206051718473342,2.08995166533133,0.024,0,1
"TTC39B",0.206051718473342,2.50077078457235,0.024,0,1
"USP13",0.206051718473342,2.77222391360351,0.024,0,1
"USP27X",0.206051718473342,2.34872760768916,0.024,0,1
"USP54",0.206051718473342,2.35040660359968,0.024,0,1
"WDR17",0.206051718473342,2.5094766482055,0.024,0,1
"ZBTB20-AS5",0.206051718473342,3.01554451560838,0.024,0,1
"ZNF341",0.206051718473342,2.65728477874622,0.024,0,1
"ZNF460-AS1",0.206051718473342,2.80180219907285,0.024,0,1
"ZNF581",0.206051718473342,2.34494970322957,0.024,0,1
"ZNF582-DT",0.206051718473342,3.07287555921196,0.024,0,1
"ZNF599",0.206051718473342,2.13498598097083,0.024,0,1
"ZNF763",0.206051718473342,3.1619564174801,0.024,0,1
"ZNF768",0.206051718473342,2.86633872421956,0.024,0,1
"ZNF79",0.206051718473342,2.93856285564142,0.024,0,1
"ZNF792",0.206051718473342,2.59625644793507,0.024,0,1
"ZSWIM4",0.206051718473342,2.05895810025305,0.024,0,1
"GBP2",0.206431859120566,2.91855834547832,0.072,0.03,1
"MYO1C",0.206431859120566,2.01202867295314,0.072,0.03,1
"ZNF441",0.206431859120566,2.24367216236883,0.072,0.03,1
"KDM3A",0.206640893606717,-0.665366001584008,0.09,0.152,1
"TIRAP",0.206734524513849,-0.281786526190855,0.078,0.136,1
"RPSA",0.206754701107996,0.394289417569022,0.705,0.818,1
"GPANK1",0.207416868941945,-0.216595675492597,0.066,0.121,1
"KCTD18",0.207416868941945,-0.191016855283537,0.066,0.121,1
"ZNF529-AS1",0.207502420482716,2.27914387797852,0.108,0.061,1
"INTS8",0.207777050171187,0.556052181070155,0.229,0.364,1
"ZER1",0.207876338114187,-0.503732695604824,0.114,0.182,1
"MPHOSPH8",0.207988378451955,0.828831652171761,0.548,0.621,1
"MT-ND6",0.208092512796579,-0.491276355895952,0.09,0.152,1
"RCE1",0.208092512796579,-0.360655427186392,0.09,0.152,1
"PCGF6",0.20816694351063,0.401755977989581,0.054,0.106,1
"IPMK",0.208272383538617,-0.134046711238235,0.078,0.136,1
"WASHC2A",0.208272383538617,-0.293381694962433,0.078,0.136,1
"SLC7A1",0.208325040283974,2.29935841305356,0.072,0.03,1
"ZDHHC18",0.208325040283974,2.16473836369308,0.072,0.03,1
"HNRNPH3",0.208344988149323,0.258125618440422,0.325,0.5,1
"NOP56",0.208364377876611,0.228938562861819,0.313,0.47,1
"TMUB2",0.208555221652912,0.165437683779418,0.199,0.303,1
"C1RL",0.208742364713206,-0.820398156812356,0.036,0.076,1
"ENSG00000273576",0.208742364713206,-0.853812242800172,0.036,0.076,1
"PHF5A",0.208742364713206,-0.265180379263192,0.036,0.076,1
"SLC4A2",0.209759074042636,0.160311539375665,0.133,0.212,1
"CIAPIN1",0.209818519108698,-0.285610989520584,0.078,0.136,1
"PHKA2",0.210230776264402,2.85084617854797,0.072,0.03,1
"RMI2",0.210230776264402,2.28794114853768,0.072,0.03,1
"NOL11",0.21041975492684,0.683946881642372,0.157,0.258,1
"FAM98A",0.210722491474877,0.217114404222037,0.066,0.121,1
"PRPF18",0.21077991497186,0.637464975915096,0.157,0.242,1
"ABCF3",0.210882166464856,-0.873025717972526,0.036,0.076,1
"RNF227",0.210882166464856,-0.919954003622575,0.036,0.076,1
"UPRT",0.210882166464856,-0.535706317871883,0.036,0.076,1
"YEATS4",0.210882166464856,-0.516136228009308,0.036,0.076,1
"AHDC1",0.211372947484726,0.336871475525417,0.078,0.136,1
"SURF1",0.211372947484726,0.131998336257301,0.078,0.136,1
"PSMB8",0.211446454339885,0.221218142257802,0.175,0.288,1
"TRAPPC13",0.211756407321549,0.813882120336814,0.054,0.106,1
"USP53",0.211756407321549,0.412731412973018,0.054,0.106,1
"ETFDH",0.212038302791722,2.475611756349,0.09,0.045,1
"PUF60",0.21207370974737,0.16253273104371,0.096,0.167,1
